,Unnamed: 0,Commodity Year,Locations State Code,Location State Abbreviation,Location County Code,Location County Name,Commodity Code,Commodity Name,Insurance Plan Code,Insurance Plan Abbreviation,Stage Code,Damage Cause Code,Damage Cause Description,Month of Loss,Month of Loss Abbreviation,Determined Acres,Indemnity Amount,date
145313,2268,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,41,Frost,2,FEB,9.28,7429.2,2018-02-01
145314,2269,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,13.0,18957.4,2018-02-01
145315,2270,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,20.0,15494.0,2018-12-01
145316,2271,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,3.5,6456.0,2018-02-01
145317,2272,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,1.5,1500.9,2018-02-01
145318,2273,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,13.92,11143.8,2018-04-01
145319,2274,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,5.0,3120.0,2018-11-01
145320,2275,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,8,AUG,12.5,30704.0,2018-08-01
145321,2276,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,18.85,6877.1,2018-12-01
145322,2277,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.4,12101.6,2018-12-01
145373,2328,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,3.0,1184.0,2018-09-01
145374,2329,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,5,MAY,4.8,8766.6,2018-05-01
145375,2330,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,1,JAN,3.2,5844.4,2018-01-01
145376,2331,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,44,Cold Wet Weather,4,APR,14.4,2369.0,2018-04-01
145389,2344,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,120.305,95192.75,2018-07-01
145390,2345,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,8.03,1904.6,2018-06-01
145391,2346,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,3.3,1327.8,2018-07-01
145393,2348,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,120.27,99040.8,2018-02-01
145394,2349,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,51,Flood,1,JAN,40.08,7482.0,2018-01-01
145395,2350,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,2.5,349.5,2018-04-01
145396,2351,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,1.59,2568.3,2018-12-01
145611,2566,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,57.72,110529.95,2018-06-01
145612,2567,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,8,AUG,2.32,585.2,2018-08-01
145613,2568,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,11,NOV,4.0,3334.0,2018-11-01
145614,2569,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,0.5,62.4,2018-12-01
145615,2570,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,45.13,118770.65,2018-09-01
145616,2571,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,10,OCT,31.13,119557.8,2018-10-01
145617,2572,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,4,APR,29.95,9234.06,2018-04-01
145618,2573,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,38.54,33765.4,2018-07-01
145619,2574,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,1.8,2275.5,2018-09-01
145620,2575,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,0.57,759.7,2018-12-01
145621,2576,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,7,JUL,0.9,943.2,2018-07-01
145622,2577,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,5,MAY,2.35,2439.6,2018-05-01
145623,2578,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,52.225,94166.75,2018-12-01
145624,2579,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,2.0,362.0,2018-11-01
145625,2580,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,10,OCT,40.655,81302.09,2018-10-01
145626,2581,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.2,5309.5,2018-12-01
145627,2582,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,3.5,1846.6,2018-04-01
192933,2191,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,13.2,3902.4,2018-12-01
192934,2192,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,26.125,25553.75,2018-06-01
192935,2193,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,11.84,5841.3,2018-09-01
192936,2194,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,36.9,34442.0,2018-07-01
192937,2195,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,21.4,14159.4,2018-02-01
192938,2196,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,42,Freeze,1,JAN,5.0,9677.0,2018-01-01
192939,2197,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,5.0,2512.0,2018-02-01
192940,2198,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,26.96,12311.9,2018-02-01
192941,2199,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,10,OCT,0.875,1.25,2018-10-01
192974,2232,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,320.68,481046.8,2018-07-01
192975,2233,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,8,AUG,2.0,3506.0,2018-08-01
192976,2234,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,P,12,Heat,6,JUN,26.0,0.0,2018-06-01
192977,2235,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,22.6,27032.4,2018-07-01
192978,2236,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,11,NOV,11.76,6349.66,2018-11-01
192979,2237,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,2,FEB,0.32,470.2,2018-02-01
192980,2238,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,8,AUG,12.5,30704.0,2018-08-01
192981,2239,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,9.35,7870.5,2018-12-01
192982,2240,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,10,OCT,5.74,3925.34,2018-10-01
192983,2241,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,212.4,113389.0,2018-06-01
192984,2242,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,10.3,9226.1,2018-09-01
192985,2243,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,2,FEB,4.0,2220.0,2018-02-01
192986,2244,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,41,Frost,2,FEB,9.28,7429.2,2018-02-01
192987,2245,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,13.0,18957.4,2018-02-01
192988,2246,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,20.0,15494.0,2018-12-01
192989,2247,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,3.5,6456.0,2018-02-01
192990,2248,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,1.5,1500.9,2018-02-01
192991,2249,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,13.92,11143.8,2018-04-01
192992,2250,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,5.0,3120.0,2018-11-01
192993,2251,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,8,AUG,12.5,30704.0,2018-08-01
192994,2252,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,18.85,6877.1,2018-12-01
192995,2253,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.4,12101.6,2018-12-01
193046,2304,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,3.0,1184.0,2018-09-01
193047,2305,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,5,MAY,4.8,8766.6,2018-05-01
193048,2306,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,1,JAN,3.2,5844.4,2018-01-01
193049,2307,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,44,Cold Wet Weather,4,APR,14.4,2369.0,2018-04-01
193062,2320,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,120.305,95192.75,2018-07-01
193063,2321,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,8.03,1904.6,2018-06-01
193064,2322,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,3.3,1327.8,2018-07-01
193066,2324,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,120.27,99040.8,2018-02-01
193067,2325,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,51,Flood,1,JAN,40.08,7482.0,2018-01-01
193068,2326,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,2.5,349.5,2018-04-01
193069,2327,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,1.59,2568.3,2018-12-01
193284,2542,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,57.72,110529.95,2018-06-01
193285,2543,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,8,AUG,2.32,585.2,2018-08-01
193286,2544,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,11,NOV,4.0,3334.0,2018-11-01
193287,2545,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,0.5,62.4,2018-12-01
193288,2546,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,45.13,118770.65,2018-09-01
193289,2547,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,10,OCT,31.13,119557.8,2018-10-01
193290,2548,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,4,APR,29.95,9234.06,2018-04-01
193291,2549,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,38.54,33765.4,2018-07-01
193292,2550,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,1.8,2275.5,2018-09-01
193293,2551,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,0.57,759.7,2018-12-01
193294,2552,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,7,JUL,0.9,943.2,2018-07-01
193295,2553,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,5,MAY,2.35,2439.6,2018-05-01
193296,2554,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,52.225,94166.75,2018-12-01
193297,2555,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,2.0,362.0,2018-11-01
193298,2556,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,10,OCT,40.655,81302.09,2018-10-01
193299,2557,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.2,5309.5,2018-12-01
193300,2558,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,3.5,1846.6,2018-04-01
240628,2213,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,13.2,3902.4,2018-12-01
240629,2214,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,26.125,25553.75,2018-06-01
240630,2215,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,11.84,5841.3,2018-09-01
240631,2216,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,36.9,34442.0,2018-07-01
240632,2217,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,21.4,14159.4,2018-02-01
240633,2218,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,42,Freeze,1,JAN,5.0,9677.0,2018-01-01
240634,2219,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,5.0,2512.0,2018-02-01
240635,2220,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,26.96,12311.9,2018-02-01
240636,2221,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,10,OCT,0.875,1.25,2018-10-01
240669,2254,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,320.68,481046.8,2018-07-01
240670,2255,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,8,AUG,2.0,3506.0,2018-08-01
240671,2256,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,P,12,Heat,6,JUN,26.0,0.0,2018-06-01
240672,2257,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,22.6,27032.4,2018-07-01
240673,2258,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,11,NOV,11.76,6349.66,2018-11-01
240674,2259,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,2,FEB,0.32,470.2,2018-02-01
240675,2260,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,8,AUG,12.5,30704.0,2018-08-01
240676,2261,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,9.35,7870.5,2018-12-01
240677,2262,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,10,OCT,5.74,3925.34,2018-10-01
240678,2263,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,212.4,113389.0,2018-06-01
240679,2264,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,10.3,9226.1,2018-09-01
240680,2265,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,2,FEB,4.0,2220.0,2018-02-01
240681,2266,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,41,Frost,2,FEB,9.28,7429.2,2018-02-01
240682,2267,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,13.0,18957.4,2018-02-01
240683,2268,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,20.0,15494.0,2018-12-01
240684,2269,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,3.5,6456.0,2018-02-01
240685,2270,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,1.5,1500.9,2018-02-01
240686,2271,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,13.92,11143.8,2018-04-01
240687,2272,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,5.0,3120.0,2018-11-01
240688,2273,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,8,AUG,12.5,30704.0,2018-08-01
240689,2274,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,18.85,6877.1,2018-12-01
240690,2275,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.4,12101.6,2018-12-01
240741,2326,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,3.0,1184.0,2018-09-01
240742,2327,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,5,MAY,4.8,8766.6,2018-05-01
240743,2328,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,1,JAN,3.2,5844.4,2018-01-01
240744,2329,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,44,Cold Wet Weather,4,APR,14.4,2369.0,2018-04-01
240757,2342,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,120.305,95192.75,2018-07-01
240758,2343,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,8.03,1904.6,2018-06-01
240759,2344,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,3.3,1327.8,2018-07-01
240761,2346,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,120.27,99040.8,2018-02-01
240762,2347,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,51,Flood,1,JAN,40.08,7482.0,2018-01-01
240763,2348,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,2.5,349.5,2018-04-01
240764,2349,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,1.59,2568.3,2018-12-01
240979,2564,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,57.72,110529.95,2018-06-01
240980,2565,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,8,AUG,2.32,585.2,2018-08-01
240981,2566,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,11,NOV,4.0,3334.0,2018-11-01
240982,2567,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,0.5,62.4,2018-12-01
240983,2568,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,45.13,118770.65,2018-09-01
240984,2569,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,10,OCT,31.13,119557.8,2018-10-01
240985,2570,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,4,APR,29.95,9234.06,2018-04-01
240986,2571,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,38.54,33765.4,2018-07-01
240987,2572,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,1.8,2275.5,2018-09-01
240988,2573,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,0.57,759.7,2018-12-01
240989,2574,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,7,JUL,0.9,943.2,2018-07-01
240990,2575,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,5,MAY,2.35,2439.6,2018-05-01
240991,2576,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,52.225,94166.75,2018-12-01
240992,2577,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,2.0,362.0,2018-11-01
240993,2578,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,10,OCT,40.655,81302.09,2018-10-01
240994,2579,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.2,5309.5,2018-12-01
240995,2580,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,3.5,1846.6,2018-04-01
288322,2212,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,13.2,3902.4,2018-12-01
288323,2213,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,26.125,25553.75,2018-06-01
288324,2214,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,11.84,5841.3,2018-09-01
288325,2215,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,36.9,34442.0,2018-07-01
288326,2216,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,21.4,14159.4,2018-02-01
288327,2217,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,42,Freeze,1,JAN,5.0,9677.0,2018-01-01
288328,2218,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,5.0,2512.0,2018-02-01
288329,2219,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,26.96,12311.9,2018-02-01
288330,2220,2018,6,CA,65,Riverside,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,10,OCT,0.875,1.25,2018-10-01
288363,2253,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,320.68,481046.8,2018-07-01
288364,2254,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,8,AUG,2.0,3506.0,2018-08-01
288365,2255,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,P,12,Heat,6,JUN,26.0,0.0,2018-06-01
288366,2256,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,22.6,27032.4,2018-07-01
288367,2257,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,11,NOV,11.76,6349.66,2018-11-01
288368,2258,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,2,FEB,0.32,470.2,2018-02-01
288369,2259,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,8,AUG,12.5,30704.0,2018-08-01
288370,2260,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,12,DEC,9.35,7870.5,2018-12-01
288371,2261,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,10,OCT,5.74,3925.34,2018-10-01
288372,2262,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,212.4,113389.0,2018-06-01
288373,2263,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,12,Heat,9,SEP,10.3,9226.1,2018-09-01
288374,2264,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,12,Heat,2,FEB,4.0,2220.0,2018-02-01
288375,2265,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,41,Frost,2,FEB,9.28,7429.2,2018-02-01
288376,2266,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,13.0,18957.4,2018-02-01
288377,2267,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,42,Freeze,12,DEC,20.0,15494.0,2018-12-01
288378,2268,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,42,Freeze,2,FEB,3.5,6456.0,2018-02-01
288379,2269,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,44,Cold Wet Weather,2,FEB,1.5,1500.9,2018-02-01
288380,2270,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,13.92,11143.8,2018-04-01
288381,2271,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,11,NOV,5.0,3120.0,2018-11-01
288382,2272,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,8,AUG,12.5,30704.0,2018-08-01
288383,2273,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,18.85,6877.1,2018-12-01
288384,2274,2018,6,CA,73,San Diego,19,AVOCADOS,90,APH,UH,61,Wind/Excess Wind,12,DEC,4.4,12101.6,2018-12-01
288435,2325,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,12,Heat,9,SEP,3.0,1184.0,2018-09-01
288436,2326,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,5,MAY,4.8,8766.6,2018-05-01
288437,2327,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,1,JAN,3.2,5844.4,2018-01-01
288438,2328,2018,6,CA,79,San Luis Obispo,19,AVOCADOS,90,APH,UH,44,Cold Wet Weather,4,APR,14.4,2369.0,2018-04-01
288451,2341,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,7,JUL,120.305,95192.75,2018-07-01
288452,2342,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,8.03,1904.6,2018-06-01
288453,2343,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,UH,12,Heat,7,JUL,3.3,1327.8,2018-07-01
288455,2345,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,42,Freeze,2,FEB,120.27,99040.8,2018-02-01
288456,2346,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,51,Flood,1,JAN,40.08,7482.0,2018-01-01
288457,2347,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,4,APR,2.5,349.5,2018-04-01
288458,2348,2018,6,CA,83,Santa Barbara,19,AVOCADOS,90,APH,H,61,Wind/Excess Wind,12,DEC,1.59,2568.3,2018-12-01
288673,2563,2018,6,CA,111,Ventura,19,AVOCADOS,90,APH,H,12,Heat,6,JUN,57.72,110529.95,2018-06-01
