,Commodity Year,Locations State Code,Location State Abbreviation,Location County Code,Location County Name,Commodity Code,Commodity Name,Insurance Plan Code,Insurance Plan Abbreviation,Stage Code,Damage Cause Code,Damage Cause Description,Month of Loss,Month of Loss Abbreviation,Determined Acres,Indemnity Amount
1758,2018,5,AR,147,Woodruff,18,RICE,1,YP,P2,31,Excess Moisture/Precipitation/Rain,4,APR,24.125,960.0
1759,2018,5,AR,147,Woodruff,18,RICE,2,RP,R,31,Excess Moisture/Precipitation/Rain,5,MAY,112.49,5894.0
1760,2018,5,AR,147,Woodruff,18,RICE,1,YP,P2,31,Excess Moisture/Precipitation/Rain,5,MAY,256.37,10552.0
1761,2018,5,AR,147,Woodruff,18,RICE,2,RP,P2,31,Excess Moisture/Precipitation/Rain,5,MAY,169.09,56703.0
1762,2018,5,AR,147,Woodruff,18,RICE,2,RP,UH,31,Excess Moisture/Precipitation/Rain,6,JUN,98.25,49689.0
1763,2018,5,AR,147,Woodruff,18,RICE,2,RP,PF,31,Excess Moisture/Precipitation/Rain,5,MAY,26.88,9830.0
1764,2018,5,AR,147,Woodruff,18,RICE,2,RP,PF,51,Flood,5,MAY,228.66,31006.0
1765,2018,5,AR,147,Woodruff,18,RICE,2,RP,PF,51,Flood,4,APR,124.66,41507.0
1766,2018,5,AR,147,Woodruff,18,RICE,2,RP,DQ,61,Wind/Excess Wind,8,AUG,251.0,14809.0
1767,2018,5,AR,147,Woodruff,18,RICE,2,RP,NQ,61,Wind/Excess Wind,8,AUG,119.4,0.0
1768,2018,5,AR,147,Woodruff,41,CORN,1,YP,P2,31,Excess Moisture/Precipitation/Rain,3,MAR,101.2,4592.0
1769,2018,5,AR,147,Woodruff,41,CORN,2,RP,R,31,Excess Moisture/Precipitation/Rain,4,APR,56.2,1758.0
1770,2018,5,AR,147,Woodruff,41,CORN,2,RP,P2,31,Excess Moisture/Precipitation/Rain,4,APR,122.5339,10882.0
1771,2018,5,AR,147,Woodruff,41,CORN,2,RP,PF,31,Excess Moisture/Precipitation/Rain,4,APR,205.29,29991.0
1772,2018,5,AR,147,Woodruff,41,CORN,2,RP,PF,31,Excess Moisture/Precipitation/Rain,5,MAY,75.0,5306.0
1773,2018,5,AR,147,Woodruff,41,CORN,1,YP,P2,31,Excess Moisture/Precipitation/Rain,4,APR,826.45,42565.0
1774,2018,5,AR,147,Woodruff,41,CORN,2,RP,R,42,Freeze,4,APR,622.6,19475.0
1775,2018,5,AR,147,Woodruff,41,CORN,2,RP,R,44,Cold Wet Weather,4,APR,186.6,5837.0
1776,2018,5,AR,147,Woodruff,41,CORN,2,RP,PF,44,Cold Wet Weather,4,APR,676.4,180850.0
1777,2018,5,AR,147,Woodruff,51,GRAIN SORGHUM,1,YP,P2,31,Excess Moisture/Precipitation/Rain,5,MAY,550.0,57588.0
1778,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,UH,11,Drought,7,JUL,2.0,464.0
1779,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,P2,11,Drought,6,JUN,34.505,1374.0
1780,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,UH,11,Drought,7,JUL,26.88,2455.0
1781,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,P2,11,Drought,6,JUN,300.555,31863.0
1782,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,12,Heat,5,MAY,599.761,18064.0
1783,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,UH,12,Heat,8,AUG,457.7,71257.0
1784,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,12,Heat,6,JUN,513.011,15408.0
1785,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,31,Excess Moisture/Precipitation/Rain,4,APR,1943.5,58461.0
1786,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,31,Excess Moisture/Precipitation/Rain,7,JUL,247.5,7455.0
1787,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,R,31,Excess Moisture/Precipitation/Rain,4,APR,140.47,4231.0
1788,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,P2,31,Excess Moisture/Precipitation/Rain,5,MAY,26.88,2807.0
1789,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,P2,31,Excess Moisture/Precipitation/Rain,4,APR,192.62,10695.0
1790,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,P2,31,Excess Moisture/Precipitation/Rain,4,APR,56.125,3617.0
1791,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,P2,31,Excess Moisture/Precipitation/Rain,6,JUN,26.43,1184.0
1792,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,31,Excess Moisture/Precipitation/Rain,5,MAY,6735.9475,202330.0
1793,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,31,Excess Moisture/Precipitation/Rain,6,JUN,798.3175,24047.0
1794,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,R,31,Excess Moisture/Precipitation/Rain,6,JUN,411.45,12392.0
1795,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,PF,31,Excess Moisture/Precipitation/Rain,5,MAY,118.88,21723.0
1796,2018,5,AR,147,Woodruff,81,SOYBEANS,1,YP,R,31,Excess Moisture/Precipitation/Rain,5,MAY,1386.7436,40073.0
1797,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,P2,31,Excess Moisture/Precipitation/Rain,6,JUN,88.2125,11314.0
1798,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,PF,44,Cold Wet Weather,4,APR,80.8,13061.0
1799,2018,5,AR,147,Woodruff,81,SOYBEANS,2,RP,R,51,Flood,5,MAY,45.0,1355.0
1800,2018,5,AR,147,Woodruff,9999,All Other Crops,76,WFRP,,31,Excess Moisture/Precipitation/Rain,5,MAY,0.0,3372.0
1801,2018,5,AR,147,Woodruff,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,6,JUN,0.0,701.0
1802,2018,5,AR,147,Woodruff,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,9,SEP,0.0,3902.0
1803,2018,5,AR,149,Yell,9999,All Other Crops,1,YP,R,31,Excess Moisture/Precipitation/Rain,6,JUN,95.67,2779.0
1804,2018,5,AR,149,Yell,9999,All Other Crops,1,YP,R,31,Excess Moisture/Precipitation/Rain,5,MAY,77.85,1919.0
1805,2018,5,AR,149,Yell,9999,All Other Crops,1,YP,R,44,Cold Wet Weather,4,APR,18.18,568.0
1806,2018,5,AR,149,Yell,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,4664.0
1807,2018,5,AR,999,All Other Counties,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,7,JUL,0.0,3758.0
1808,2018,5,AR,999,All Other Counties,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,13842.0
1809,2018,5,AR,999,All Other Counties,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,10,OCT,0.0,4997.0
1810,2018,5,AR,999,All Other Counties,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,9,SEP,0.0,9144.0
1811,2018,6,CA,1,Alameda,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,5,MAY,0.0,664.0
1812,2018,6,CA,1,Alameda,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,93507.0
1813,2018,6,CA,1,Alameda,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,39973.0
1814,2018,6,CA,5,Amador,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,25656.0
1815,2018,6,CA,5,Amador,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,13404.0
1816,2018,6,CA,5,Amador,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,2867.0
1817,2018,6,CA,5,Amador,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,2816.0
1818,2018,6,CA,7,Butte,11,WHEAT,2,RP,UH,31,Excess Moisture/Precipitation/Rain,1,JAN,22.725,4988.7
1819,2018,6,CA,7,Butte,11,WHEAT,2,RP,UH,42,Freeze,2,FEB,27.775,6097.3
1820,2018,6,CA,7,Butte,18,RICE,1,YP,PF,31,Excess Moisture/Precipitation/Rain,4,APR,163.3,105913.0
1821,2018,6,CA,7,Butte,28,ALMONDS,90,APH,UH,31,Excess Moisture/Precipitation/Rain,3,MAR,8.4,14040.0
1822,2018,6,CA,7,Butte,28,ALMONDS,90,APH,H,41,Frost,2,FEB,26.0,7790.0
1823,2018,6,CA,7,Butte,28,ALMONDS,90,APH,UH,61,Wind/Excess Wind,3,MAR,8.4,14040.0
1824,2018,6,CA,7,Butte,36,PRUNES,90,APH,UH,12,Heat,3,MAR,43.61,145683.3
1825,2018,6,CA,7,Butte,36,PRUNES,90,APH,UH,12,Heat,6,JUN,18.69,62435.7
1826,2018,6,CA,7,Butte,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,5,MAY,0.0,3630.0
1827,2018,6,CA,7,Butte,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,30999.0
1828,2018,6,CA,7,Butte,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,8148.0
1829,2018,6,CA,7,Butte,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,12715.0
1830,2018,6,CA,7,Butte,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,38998.0
1831,2018,6,CA,9,Calaveras,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,40991.0
1832,2018,6,CA,9,Calaveras,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,17983.0
1833,2018,6,CA,9,Calaveras,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,6565.0
1834,2018,6,CA,9,Calaveras,9999,All Other Crops,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,22004.0
1835,2018,6,CA,11,Colusa,18,RICE,1,YP,PF,13,Failure of Irrigation Supply,5,MAY,147.6625,146256.0
1836,2018,6,CA,11,Colusa,32,FORAGE SEEDING,50,DO,R,61,Wind/Excess Wind,11,NOV,186.5,19023.0
1837,2018,6,CA,11,Colusa,87,TOMATOES,90,APH,3,12,Heat,7,JUL,67.5,62512.0
1838,2018,6,CA,11,Colusa,87,TOMATOES,90,APH,3,31,Excess Moisture/Precipitation/Rain,4,APR,168.1,118807.0
1839,2018,6,CA,11,Colusa,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,5,MAY,0.0,49306.0
1840,2018,6,CA,11,Colusa,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,396187.0
1841,2018,6,CA,11,Colusa,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,158509.0
1842,2018,6,CA,11,Colusa,91,BARLEY,1,YP,H,12,Heat,12,DEC,56.8,447.0
1843,2018,6,CA,11,Colusa,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,66141.0
1844,2018,6,CA,11,Colusa,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,5,MAY,0.0,4625.0
1845,2018,6,CA,11,Colusa,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,335415.0
1846,2018,6,CA,13,Contra Costa,57,CHERRIES,47,ARH,UA,31,Excess Moisture/Precipitation/Rain,3,MAR,0.0,-10222.5
1847,2018,6,CA,13,Contra Costa,57,CHERRIES,47,ARH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,24.65,41977.5
1848,2018,6,CA,13,Contra Costa,57,CHERRIES,47,ARH,H,41,Frost,2,FEB,24.65,41977.5
1849,2018,6,CA,13,Contra Costa,57,CHERRIES,47,ARH,UA,41,Frost,2,FEB,0.0,-10222.5
1850,2018,6,CA,13,Contra Costa,57,CHERRIES,47,ARH,UA,44,Cold Wet Weather,3,MAR,0.0,-5040.0
1851,2018,6,CA,13,Contra Costa,57,CHERRIES,47,ARH,H,44,Cold Wet Weather,3,MAR,9.9,25382.0
1852,2018,6,CA,13,Contra Costa,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,29590.0
1853,2018,6,CA,13,Contra Costa,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,174161.0
1854,2018,6,CA,13,Contra Costa,9999,All Other Crops,90,APH,UH,42,Freeze,1,JAN,9.9,9216.0
1855,2018,6,CA,13,Contra Costa,9999,All Other Crops,90,APH,H,44,Cold Wet Weather,3,MAR,23.8,39355.0
1856,2018,6,CA,17,El Dorado,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,6869.0
1857,2018,6,CA,17,El Dorado,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,12555.0
1858,2018,6,CA,19,Fresno,11,WHEAT,1,YP,PT,13,Failure of Irrigation Supply,4,APR,1957.0,798789.0
1859,2018,6,CA,19,Fresno,11,WHEAT,2,RP,H,41,Frost,1,JAN,300.0,47457.0
1860,2018,6,CA,19,Fresno,11,WHEAT,1,YP,H,41,Frost,1,JAN,100.0,24365.0
1861,2018,6,CA,19,Fresno,11,WHEAT,2,RP,H,41,Frost,2,FEB,359.8,22596.0
1862,2018,6,CA,19,Fresno,11,WHEAT,1,YP,H,42,Freeze,2,FEB,148.8,17609.0
1863,2018,6,CA,19,Fresno,12,BLUEBERRIES,90,APH,H,21,Hail,4,APR,8.8,6904.4
1864,2018,6,CA,19,Fresno,12,BLUEBERRIES,90,APH,H,42,Freeze,2,FEB,119.9,587738.6
1865,2018,6,CA,19,Fresno,13,ONIONS,90,APH,P2,13,Failure of Irrigation Supply,4,APR,281.3,242947.0
1866,2018,6,CA,19,Fresno,16,OATS,90,APH,UH,11,Drought,4,APR,87.23,2290.0
1867,2018,6,CA,19,Fresno,21,COTTON,1,YP,PF,13,Failure of Irrigation Supply,5,MAY,328.0,220522.0
1868,2018,6,CA,19,Fresno,21,COTTON,1,YP,PF,13,Failure of Irrigation Supply,4,APR,47.3,32341.0
1869,2018,6,CA,19,Fresno,22,COTTON EX LONG STAPLE,90,APH,PF,13,Failure of Irrigation Supply,2,FEB,105.39,97128.0
1870,2018,6,CA,19,Fresno,22,COTTON EX LONG STAPLE,90,APH,PF,13,Failure of Irrigation Supply,5,MAY,331.4,290626.0
1871,2018,6,CA,19,Fresno,22,COTTON EX LONG STAPLE,90,APH,P2,13,Failure of Irrigation Supply,4,APR,79.6,37468.0
1872,2018,6,CA,19,Fresno,22,COTTON EX LONG STAPLE,90,APH,P2,13,Failure of Irrigation Supply,2,FEB,495.3,368586.0
1873,2018,6,CA,19,Fresno,22,COTTON EX LONG STAPLE,90,APH,PF,13,Failure of Irrigation Supply,4,APR,2997.1,2812960.0
1874,2018,6,CA,19,Fresno,22,COTTON EX LONG STAPLE,90,APH,P2,14,Failure of Irrigation Equipment,5,MAY,318.5,102939.0
1875,2018,6,CA,19,Fresno,28,ALMONDS,90,APH,H,42,Freeze,2,FEB,35.0,19933.0
1876,2018,6,CA,19,Fresno,28,ALMONDS,90,APH,UH,42,Freeze,2,FEB,31.0,64850.0
1877,2018,6,CA,19,Fresno,41,CORN,1,YP,P2,13,Failure of Irrigation Supply,4,APR,100.1,18457.0
1878,2018,6,CA,19,Fresno,52,TABLE GRAPES,90,APH,UH,41,Frost,4,APR,42.3,159577.0
1879,2018,6,CA,19,Fresno,53,GRAPES,90,APH,H,12,Heat,7,JUL,177.3,76010.4
1880,2018,6,CA,19,Fresno,53,GRAPES,90,APH,H,42,Freeze,2,FEB,59.7,32976.6
1881,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,UA,31,Excess Moisture/Precipitation/Rain,3,MAR,0.0,-7844.0
1882,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,18.4,61937.6
1883,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,H,41,Frost,3,MAR,4.8,8478.4
1884,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,UH,41,Frost,2,FEB,62.7,378855.0
1885,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,H,41,Frost,2,FEB,43.1,131285.0
1886,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,UA,41,Frost,3,MAR,0.0,-2661.6
1887,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,UA,42,Freeze,2,FEB,0.0,-307261.4
1888,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,UH,42,Freeze,2,FEB,213.5,1002390.0
1889,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,H,42,Freeze,2,FEB,431.2,1101890.0
1890,2018,6,CA,19,Fresno,57,CHERRIES,47,ARH,H,44,Cold Wet Weather,3,MAR,19.6,62572.0
1891,2018,6,CA,19,Fresno,87,TOMATOES,90,APH,R,21,Hail,4,APR,60.0,17978.0
1892,2018,6,CA,19,Fresno,87,TOMATOES,90,APH,R,41,Frost,2,FEB,68.5,49544.0
1893,2018,6,CA,19,Fresno,87,TOMATOES,90,APH,R,41,Frost,3,MAR,16.83,13106.0
1894,2018,6,CA,19,Fresno,87,TOMATOES,90,APH,R,42,Freeze,3,MAR,32.67,25442.0
1895,2018,6,CA,19,Fresno,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,323474.0
1896,2018,6,CA,19,Fresno,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,7,JUL,0.0,121827.0
1897,2018,6,CA,19,Fresno,92,PLUMS,90,APH,H,21,Hail,4,APR,0.18,86.4
1898,2018,6,CA,19,Fresno,92,PLUMS,90,APH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,5.82,2793.6
1899,2018,6,CA,19,Fresno,92,PLUMS,90,APH,UH,41,Frost,2,FEB,5.0,8762.0
1900,2018,6,CA,19,Fresno,92,PLUMS,90,APH,H,42,Freeze,2,FEB,22.2,23449.0
1901,2018,6,CA,19,Fresno,201,GRAPEFRUIT,90,APH,H,12,Heat,6,JUN,13.8,9405.0
1902,2018,6,CA,19,Fresno,202,LEMONS,90,APH,H,12,Heat,2,FEB,24.0,70217.2
1903,2018,6,CA,19,Fresno,202,LEMONS,90,APH,H,12,Heat,6,JUN,14.8,37807.0
1904,2018,6,CA,19,Fresno,202,LEMONS,90,APH,H,31,Excess Moisture/Precipitation/Rain,9,SEP,24.0,70217.2
1905,2018,6,CA,19,Fresno,202,LEMONS,90,APH,H,41,Frost,9,SEP,12.0,35108.6
1906,2018,6,CA,19,Fresno,203,TANGELOS,90,APH,H,12,Heat,6,JUN,9.98,10222.0
1907,2018,6,CA,19,Fresno,203,TANGELOS,90,APH,H,12,Heat,7,JUL,1.6,1720.0
1908,2018,6,CA,19,Fresno,203,TANGELOS,90,APH,H,31,Excess Moisture/Precipitation/Rain,4,APR,2.0,1452.0
1909,2018,6,CA,19,Fresno,203,TANGELOS,90,APH,H,42,Freeze,12,DEC,6.72,8247.0
1910,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,UH,21,Hail,3,MAR,1.0,3376.4
1911,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,16.8,39102.3
1912,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,UH,31,Excess Moisture/Precipitation/Rain,3,MAR,2.5,8441.0
1913,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,H,41,Frost,3,MAR,11.5,3175.0
1914,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,H,41,Frost,2,FEB,23.5,50889.0
1915,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,H,42,Freeze,2,FEB,174.2,234663.7
1916,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,UH,42,Freeze,2,FEB,1.5,5064.6
1917,2018,6,CA,19,Fresno,218,FRESH APRICOTS,90,APH,H,44,Cold Wet Weather,2,FEB,76.0,71250.0
1918,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,H,12,Heat,6,JUN,1.2,2502.2
1919,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,UH,12,Heat,6,JUN,0.45,921.8
1920,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,H,31,Excess Moisture/Precipitation/Rain,4,APR,17.16,16407.6
1921,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,UH,31,Excess Moisture/Precipitation/Rain,3,MAR,18.275,187567.0
1922,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,14.225,23581.85
1923,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,H,42,Freeze,2,FEB,86.075,104784.95
1924,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,UH,42,Freeze,2,FEB,58.875,570997.2
1925,2018,6,CA,19,Fresno,220,FRESH NECTARINES,90,APH,H,44,Cold Wet Weather,4,APR,25.74,24611.4
1926,2018,6,CA,19,Fresno,221,PROCESSING CLING PEACHES,90,APH,H,12,Heat,3,MAR,9.6,1648.6
1927,2018,6,CA,19,Fresno,221,PROCESSING CLING PEACHES,90,APH,H,41,Frost,2,FEB,20.4,5336.4
1928,2018,6,CA,19,Fresno,221,PROCESSING CLING PEACHES,90,APH,H,42,Freeze,2,FEB,10.3,21073.8
1929,2018,6,CA,19,Fresno,221,PROCESSING CLING PEACHES,90,APH,H,44,Cold Wet Weather,3,MAR,19.2,3297.2
1930,2018,6,CA,19,Fresno,222,PROCESSING FREESTONE,90,APH,H,42,Freeze,2,FEB,27.2,93123.0
1931,2018,6,CA,19,Fresno,223,FRESH FREESTONE PEACHES,90,APH,H,12,Heat,4,APR,5.64,13979.7
1932,2018,6,CA,19,Fresno,223,FRESH FREESTONE PEACHES,90,APH,H,21,Hail,4,APR,0.564,1397.97
1933,2018,6,CA,19,Fresno,223,FRESH FREESTONE PEACHES,90,APH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,22.596,62739.33
1934,2018,6,CA,19,Fresno,223,FRESH FREESTONE PEACHES,90,APH,H,42,Freeze,2,FEB,100.9,123079.0
1935,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,12,Heat,6,JUN,148.555,83760.0
1936,2018,6,CA,19,Fresno,227,ORANGES,90,APH,UH,12,Heat,7,JUL,27.67,36002.8
1937,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,12,Heat,5,MAY,351.6,180683.0
1938,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,12,Heat,7,JUL,4.96,-7886.4
1939,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,31,Excess Moisture/Precipitation/Rain,6,JUN,3.0,1518.0
1940,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,31,Excess Moisture/Precipitation/Rain,3,MAR,15.505,22050.0
1941,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,42,Freeze,2,FEB,215.88,-42664.6
1942,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,42,Freeze,12,DEC,22.9,55026.0
1943,2018,6,CA,19,Fresno,227,ORANGES,90,APH,UH,42,Freeze,2,FEB,145.53,148210.2
1944,2018,6,CA,19,Fresno,227,ORANGES,90,APH,H,42,Freeze,3,MAR,6.0,3036.0
1945,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,12,Heat,3,MAR,5.0,29512.0
1946,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,12,Heat,6,JUN,217.127,299411.28
1947,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,12,Heat,7,JUL,23.7,46189.0
1948,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,12,Heat,5,MAY,543.668,1654189.02
1949,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,42,Freeze,2,FEB,59.525,77426.5
1950,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,42,Freeze,12,DEC,25.45,2843.75
1951,2018,6,CA,19,Fresno,309,MANDARINS/TANGERINES,90,APH,H,42,Freeze,6,JUN,42.63,29724.45
1952,2018,6,CA,19,Fresno,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,1629117.0
1953,2018,6,CA,19,Fresno,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,5,MAY,0.0,4239.0
1954,2018,6,CA,19,Fresno,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,7,JUL,0.0,507286.0
1955,2018,6,CA,19,Fresno,1191,APICULTURE,13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,9,SEP,0.0,8863.0
1956,2018,6,CA,19,Fresno,9999,All Other Crops,90,APH,H,12,Heat,5,MAY,17.65,40386.0
1957,2018,6,CA,19,Fresno,9999,All Other Crops,90,APH,H,41,Frost,3,MAR,17.65,40386.0
1958,2018,6,CA,21,Glenn,11,WHEAT,2,RP,UH,11,Drought,2,FEB,226.5,25493.0
1959,2018,6,CA,21,Glenn,11,WHEAT,2,RP,H,11,Drought,2,FEB,707.4,34021.0
1960,2018,6,CA,21,Glenn,11,WHEAT,1,YP,UH,41,Frost,2,FEB,61.0,3129.0
1961,2018,6,CA,21,Glenn,18,RICE,1,YP,PF,31,Excess Moisture/Precipitation/Rain,5,MAY,17.982,8194.0
1962,2018,6,CA,21,Glenn,18,RICE,1,YP,PF,31,Excess Moisture/Precipitation/Rain,4,APR,26.973,12291.0
1963,2018,6,CA,21,Glenn,36,PRUNES,90,APH,UH,42,Freeze,2,FEB,30.0,44634.0
1964,2018,6,CA,21,Glenn,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,5,MAY,0.0,17909.0
1965,2018,6,CA,21,Glenn,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,8,AUG,0.0,84820.0
1966,2018,6,CA,21,Glenn,88,"PASTURE,RANGELAND,FORAGE",13,RI,FL,55,ARPI/SCO/STAX/MP Crops Only,4,APR,0.0,26763.0
1967,2018,6,CA,21,Glenn,501,Olives,90,APH,H,31,Excess Moisture/Precipitation/Rain,4,APR,58.0,104878.0
1968,2018,6,CA,21,Glenn,501,Olives,90,APH,H,41,Frost,4,APR,132.3,245836.0
1969,2018,6,CA,21,Glenn,501,Olives,90,APH,UH,42,Freeze,3,MAR,26.8,49200.0
